timeStep pedestrianId velocity-PID6
1 10 0.0
1 11 0.0
1 12 0.0
1 13 0.0
1 14 0.0
1 15 0.0
1 16 0.0
1 17 0.0
1 18 0.0
1 19 0.0
1 20 0.0
1 21 0.0
1 22 0.0
1 23 0.0
1 24 0.0
1 25 0.0
1 26 0.0
1 27 0.0
1 28 0.0
1 29 0.0
1 30 0.0
1 31 0.0
1 32 0.0
1 33 0.0
1 34 0.0
1 35 0.0
1 36 0.0
1 37 0.0
1 38 0.0
1 39 0.0
1 40 0.0
1 41 0.0
1 42 0.0
1 43 0.0
1 44 0.0
1 45 0.0
1 46 0.0
1 47 0.0
1 48 0.0
1 49 0.0
1 50 0.0
1 51 0.0
1 52 0.0
1 53 0.0
1 54 0.0
1 55 0.0
1 56 0.0
1 57 0.0
1 58 0.0
1 59 0.0
1 60 0.0
1 61 0.0
1 62 0.0
1 63 0.0
1 64 0.0
1 65 0.0
1 66 0.0
1 67 0.0
1 68 0.0
1 69 0.0
1 70 0.0
1 71 0.0
1 72 0.0
1 73 0.0
1 74 0.0
1 75 0.0
1 76 0.0
1 77 0.0
1 78 0.0
1 79 0.0
1 80 0.0
1 81 0.0
1 82 0.0
1 83 0.0
1 84 0.0
1 85 0.0
1 86 0.0
1 87 0.0
1 88 0.0
1 89 0.0
1 90 0.0
1 91 0.0
1 92 0.0
1 93 0.0
1 94 0.0
1 95 0.0
1 96 0.0
1 97 0.0
1 98 0.0
1 99 0.0
1 100 0.0
1 101 0.0
1 102 0.0
1 103 0.0
1 104 0.0
1 105 0.0
1 106 0.0
1 107 0.0
1 108 0.0
1 109 0.0
1 110 0.0
1 111 0.0
1 112 0.0
1 113 0.0
1 114 0.0
1 115 0.0
1 116 0.0
1 117 0.0
1 118 0.0
1 119 0.0
1 120 0.0
1 121 0.0
1 122 0.0
1 123 0.0
1 124 0.0
1 125 0.0
1 126 0.0
1 127 0.0
1 128 0.0
1 129 0.0
1 130 0.0
1 131 0.0
1 132 0.0
1 133 0.0
1 134 0.0
1 135 0.0
1 136 0.0
1 137 0.0
1 138 0.0
1 139 0.0
1 140 0.0
1 141 0.0
1 142 0.0
1 143 0.0
1 144 0.0
1 145 0.0
1 146 0.0
1 147 0.0
1 148 0.0
1 149 0.0
1 150 0.0
1 151 0.0
1 152 0.0
1 153 0.0
1 154 0.0
1 155 0.0
1 156 0.0
1 157 0.0
1 158 0.0
1 159 0.0
2 10 0.0
2 11 0.0
2 12 0.0
2 13 0.0
2 14 0.0
2 15 0.0
2 16 0.0
2 17 0.0
2 18 0.0
2 19 0.0
2 20 0.0
2 21 0.0
2 22 0.0
2 23 0.0
2 24 0.0
2 25 0.0
2 26 0.0
2 27 0.0
2 28 0.0
2 29 0.0
2 30 0.0
2 31 0.0
2 32 0.0
2 33 0.0
2 34 0.0
2 35 0.0
2 36 0.0
2 37 0.0
2 38 0.0
2 39 0.0
2 40 0.0
2 41 0.0
2 42 0.0
2 43 0.0
2 44 0.0
2 45 0.0
2 46 0.0
2 47 0.0
2 48 0.0
2 49 0.0
2 50 0.0
2 51 0.0
2 52 0.0
2 53 0.0
2 54 0.0
2 55 0.0
2 56 0.0
2 57 0.0
2 58 0.0
2 59 0.0
2 60 0.0
2 61 0.0
2 62 0.0
2 63 0.0
2 64 0.0
2 65 0.0
2 66 0.0
2 67 0.0
2 68 0.0
2 69 0.0
2 70 0.0
2 71 0.0
2 72 0.0
2 73 0.0
2 74 0.0
2 75 0.0
2 76 0.0
2 77 0.0
2 78 0.0
2 79 0.0
2 80 0.0
2 81 0.0
2 82 0.0
2 83 0.0
2 84 0.0
2 85 0.0
2 86 0.0
2 87 0.0
2 88 0.0
2 89 0.0
2 90 0.0
2 91 0.0
2 92 0.0
2 93 0.0
2 94 0.0
2 95 0.0
2 96 0.0
2 97 0.0
2 98 0.0
2 99 0.0
2 100 0.0
2 101 0.0
2 102 0.0
2 103 0.0
2 104 0.0
2 105 0.0
2 106 0.0
2 107 0.0
2 108 0.0
2 109 0.0
2 110 0.0
2 111 0.0
2 112 0.0
2 113 0.0
2 114 0.0
2 115 0.0
2 116 0.0
2 117 0.0
2 118 0.0
2 119 0.0
2 120 0.0
2 121 0.0
2 122 0.0
2 123 0.0
2 124 0.0
2 125 0.0
2 126 0.0
2 127 0.0
2 128 0.0
2 129 0.0
2 130 0.0
2 131 0.0
2 132 0.0
2 133 0.0
2 134 0.0
2 135 0.0
2 136 0.0
2 137 0.0
2 138 0.0
2 139 0.0
2 140 0.0
2 141 0.0
2 142 0.0
2 143 0.0
2 144 0.0
2 145 0.0
2 146 0.0
2 147 0.0
2 148 0.0
2 149 0.0
2 150 0.0
2 151 0.0
2 152 0.0
2 153 0.0
2 154 0.0
2 155 0.0
2 156 0.0
2 157 0.0
2 158 0.0
2 159 0.0
3 10 1.3849458349162505
3 11 0.0
3 12 0.6397615552579465
3 13 1.3849458349162458
3 14 0.5299958257454838
3 15 1.3849458349162447
3 16 1.379141598690726
3 17 0.9800073200472952
3 18 1.3849458349162473
3 19 1.3849458349162491
3 20 1.3849458349162453
3 21 1.158942173393479
3 22 1.2380941599154032
3 23 1.0204459280276668
3 24 1.339844450469815
3 25 1.3801006653102987
3 26 1.3286894591419236
3 27 1.2795231105158715
3 28 1.3849458349162533
3 29 1.384945834916248
3 30 1.166110090637588
3 31 1.2795231105158762
3 32 1.384945834916249
3 33 1.3849458349162502
3 34 1.3849458349162462
3 35 1.279523110515878
3 36 1.2795231105158738
3 37 1.2795231105158766
3 38 1.3849458349162491
3 39 0.38266722301036704
3 40 1.3849458349162433
3 41 1.378393407756722
3 42 1.2310820239789557
3 43 1.2097146208463272
3 44 1.3849458349162447
3 45 1.0204459280276632
3 46 1.3849458349162505
3 47 1.384945834916252
3 48 1.020445928027668
3 49 0.6397615552579398
3 50 1.2795231105158744
3 51 1.2795231105158773
3 52 0.6924729174581238
3 53 1.3849458349162476
3 54 0.692472917458121
3 55 1.3849458349162467
3 56 1.3849458349162451
3 57 1.3810288495234544
3 58 1.3849458349162467
3 59 1.3849458349162476
3 60 1.1880527058354116
3 61 1.2894391360647324
3 62 0.6924729174581193
3 63 1.3694748934350527
3 64 1.3849458349162493
3 65 1.3849458349162473
3 66 1.3694748934350527
3 67 0.7002012213603854
3 68 1.3849458349162485
3 69 1.3753854495319642
3 70 1.2427625686626673
3 71 1.384945834916248
3 72 0.5102229640138336
3 73 1.3345996052930216
3 74 1.3849458349162447
3 75 1.3143928601522958
3 76 1.107206400418216
3 77 0.6397615552579355
3 78 1.3849458349162476
3 79 1.3849458349162493
3 80 1.2533227689973538
3 81 1.384945834916248
3 82 1.3184291553291734
3 83 1.3849458349162453
3 84 0.6924729174581242
3 85 1.28943913606473
3 86 0.3678393155695521
3 87 1.3849458349162473
3 88 1.3849458349162491
3 89 0.6924729174581253
3 90 0.9793045914453445
3 91 1.2830351984846857
3 92 0.5642963886288374
3 93 0.0
3 94 1.2795231105158789
3 95 1.384945834916246
3 96 0.6924729174581247
3 97 0.49777939413346417
3 98 0.3678393155695494
3 99 0.5299958257454804
3 100 1.3849458349162491
3 101 0.5102229640138265
3 102 1.3849458349162485
3 103 1.3849458349162478
3 104 1.0204459280276643
3 105 0.441366614844186
3 106 1.0204459280276645
3 107 0.5299958257454874
3 108 1.2795231105158793
3 109 1.3849458349162413
3 110 1.238094159915393
3 111 1.3849458349162447
3 112 0.6924729174581258
3 113 1.3849458349162536
3 114 1.2795231105158775
3 115 1.3849458349162485
3 116 0.34623645872905917
3 117 0.0
3 118 0.9811046892539896
3 119 1.3398444504698146
3 120 1.3849458349162458
3 121 1.384945834916247
3 122 1.1370868089156285
3 123 1.3849458349162462
3 124 0.0
3 125 1.2367777267742703
3 126 0.4153884997486355
3 127 1.2795231105158766
3 128 1.3849458349162451
3 129 0.692472917458122
3 130 1.3849458349162536
3 131 0.7107603430225459
3 132 1.3849458349162485
3 133 0.8180022543889117
3 134 0.5299958257454895
3 135 1.059991651490968
3 136 0.6924729174581232
3 137 0.5299958257454861
3 138 1.38393109854732
3 139 0.6277336994411116
3 140 0.6924729174581233
3 141 1.3849458349162485
3 142 1.3849458349162471
3 143 0.0
3 144 1.096270487779483
3 145 0.6397615552579343
3 146 0.6924729174581237
3 147 0.979304591445343
3 148 0.6397615552579347
3 149 0.7356786311390936
3 150 1.2380941599153938
3 151 0.6190470799577003
3 152 1.244448485333681
3 153 1.384945834916248
3 154 0.18391965778478678
3 155 0.3532656586378113
3 156 0.2551114820069122
3 157 0.9018447823738975
3 158 0.36783931556954846
3 159 1.329972763700209
4 10 0.975656671251865
4 11 0.6743387979644911
4 12 0.6881324780719172
4 13 1.2837003548412715
4 14 0.8961942158086361
4 15 1.3849458349162442
4 16 0.8474551058743118
4 17 0.6063958776377524
4 18 0.4524134850859137
4 19 0.9727617049672257
4 20 0.6564229967868888
4 21 0.4733544757157801
4 22 0.6564498960468006
4 23 1.1521102259794795
4 24 0.9153362242430055
4 25 0.8613123920029974
4 26 0.4071459758977973
4 27 1.2296560893530544
4 28 1.2340024787522692
4 29 1.0710974129580761
4 30 1.2560390096937692
4 31 1.2952302890219427
4 32 0.499303717466235
4 33 1.231212909457692
4 34 1.3178419494779154
4 35 0.8788941389532658
4 36 1.2230282112645083
4 37 1.2287930280879256
4 38 1.3684750266085082
4 39 0.9620124197314484
4 40 0.9732133165628704
4 41 0.9746047516148569
4 42 1.1207231827923327
4 43 0.6376022621276303
4 44 1.3849458349162487
4 45 0.7736498121341677
4 46 0.9369153357528444
4 47 1.381301272935013
4 48 0.3152064303624644
4 49 0.6368477286695653
4 50 0.23588063893031402
4 51 1.0277444476432294
4 52 0.30603324308900665
4 53 0.7754961186147733
4 54 0.7407345356786728
4 55 1.045028934389602
4 56 0.1346264837642916
4 57 1.188313087850149
4 58 1.3829055787084306
4 59 1.1907951806130512
4 60 0.6657201331954632
4 61 1.2781508038507376
4 62 0.3957107165446975
4 63 1.2128371219961074
4 64 1.3815824119738533
4 65 1.1280811988243151
4 66 1.1517207659297097
4 67 1.058435350170953
4 68 1.0922134540785522
4 69 1.200573777230606
4 70 0.7017569611508271
4 71 1.379575154435311
4 72 0.25509931620429027
4 73 0.8552434832534161
4 74 1.3849458349162487
4 75 1.2651112271476606
4 76 1.0251459074962785
4 77 0.7025575647746524
4 78 1.3023511335682847
