timeStep pedestrianId x-PID3 y-PID3
1 10 10.535216722666346 13.198770462579198
1 11 2.319391673199817 11.52261021612625
1 12 2.413678083358672 11.292612199490907
1 13 2.631749408798669 5.006793995383594
1 14 7.818858599612662 12.393378147628468
1 15 11.714766224843043 11.898991592656035
1 16 3.813001343324686 9.961943363768064
1 17 5.723104801930221 7.978134888069879
1 18 11.9837597660042 8.655762740197408
1 19 3.0708863833302615 9.370062114120389
1 20 10.066728407617205 9.600231230319157
1 21 9.45709811082839 7.2343256036640184
1 22 11.951934413063537 5.131489979722539
1 23 7.366969709735684 6.608909225716679
1 24 6.151473131432146 4.970840399183526
1 25 4.328437724774698 12.825593174869626
1 26 11.50889748391145 9.889894542846932
1 27 9.674142326346304 6.4507138230716095
1 28 6.898762318183648 6.538322132483372
1 29 9.087142932195938 6.348737343883167
1 30 11.715029340225742 12.521059692572662
1 31 8.136544746005562 8.513227724502979
1 32 3.388234808077622 8.610050142684914
1 33 7.598712985424328 11.860183053476065
1 34 11.728274594823601 8.040300623174689
1 35 9.52790936250855 8.859516165180786
1 36 6.096699305240156 5.402321425620066
1 37 6.840513868515001 7.366066032259466
1 38 3.9074541231316644 6.789685032926363
1 39 2.6510549131049737 13.503454862747358
1 40 8.508199468822912 9.603013329231626
1 41 11.866265967001436 12.878861732965076
1 42 2.7652583675255786 8.192190819518679
1 43 9.878482900586222 10.388866174580805
1 44 9.602690646298297 5.021519673969607
1 45 7.005639018132772 6.491201315512438
1 46 5.014578716297688 7.8804563774948715
1 47 8.006367801364036 11.444659417319505
1 48 8.793201099478797 4.788363067139265
1 49 11.45303263424673 8.373560338522616
1 50 8.6060257448288 10.79731886663752
1 51 4.985247064409517 4.878768921158795
1 52 2.310365948855451 4.474480565898903
1 53 8.878745904605374 8.598370755853212
1 54 6.4255283251945 7.7788933604234725
1 55 3.9312631806478042 12.994537738544368
1 56 6.693547028801159 9.656318519116091
1 57 7.029495027201726 9.987052255713529
1 58 3.897990752330183 8.835229762454947
1 59 8.312170880337158 7.3153544961626125
1 60 2.2235861951899745 9.113909580686586
1 61 7.8943210966573965 8.045252070994227
1 62 6.545740045066408 12.059662731296072
1 63 3.3685385865720736 10.17193427763372
1 64 6.2700048028884865 12.748308603535305
1 65 3.4040368904443765 7.798871213780944
1 66 9.438619345853645 11.815711758596807
1 67 4.676503904039569 12.478365019209743
1 68 6.211758063261514 9.310751048711037
1 69 6.138691408104696 10.927594819139065
1 70 11.98055187208982 9.99505162935728
1 71 8.808296766242773 13.449448236593534
1 72 11.015278058629297 9.814524435660633
1 73 6.219936527210026 11.738857197059932
1 74 7.85847937507519 13.200085611675192
1 75 2.2380214940850536 5.800677164921493
1 76 8.287399779254017 5.706060286868928
1 77 3.278478336230454 7.712785708350433
1 78 11.524760756641026 7.973287530441007
1 79 5.014205308063522 8.811811077658753
1 80 8.215925897995698 11.655848675339966
1 81 7.781477794003861 7.583452965152397
1 82 3.9795561450617836 8.781497682856969
1 83 10.885262078776703 6.529915831360526
1 84 7.1979288652123845 8.043934331904545
1 85 2.3871772913567053 5.080109966127019
1 86 9.68156978619285 11.054208154875667
1 87 3.3503143742697876 4.705372804389778
1 88 9.205589298064329 11.370807748138535
1 89 5.744886274373562 12.95827179955753
1 90 4.4911038524596805 12.864115257557858
1 91 10.578010937642858 9.524487005086801
1 92 11.735575334399906 6.309198176766398
1 93 8.50111386066625 12.835279317005277
1 94 8.513732670645187 9.009207743090021
1 95 2.709712733164225 9.741926520556158
1 96 4.455006979908184 7.410837059442164
1 97 3.941415766109359 8.014965105382142
1 98 6.562554493489069 5.422766207352
1 99 8.916818236945216 4.915411588600751
1 100 3.8908129193893974 11.750635071903275
1 101 4.544845947292108 12.48407235266334
1 102 5.470224380197814 7.1607221470836695
1 103 2.9992823355716416 10.327659179863797
1 104 5.919574539328378 4.522962829023364
1 105 4.407382640014216 6.094865114240056
1 106 5.896379574432565 9.55876431778804
1 107 3.5055562775424236 10.662037363409574
1 108 2.856599002628772 11.864944392561473
1 109 5.757580161650969 8.21331401856952
1 110 9.462571022674222 9.829731723123773
1 111 9.796643768747295 10.156168487756775
1 112 5.751886680880482 9.391733845685062
1 113 8.548180738441738 4.090416496891922
1 114 11.203541878880433 11.619701807862393
1 115 11.71107997331258 10.583404733610717
1 116 5.9499684160735695 7.006191999627184
1 117 2.8850758465050133 12.960669889317709
1 118 3.556681242944553 5.959378272190971
1 119 9.4468632297166 6.633087069366409
1 120 5.15496010668551 5.393508077807589
1 121 8.573077020608805 9.186157021694868
1 122 11.548544976124598 12.189348291474852
1 123 7.006498936318823 10.150869633932956
1 124 9.599276398792206 9.051032037974846
1 125 2.4521328081883857 13.214034080339639
1 126 10.700061480469744 12.237695274695545
1 127 10.040105668161907 6.930261120969222
1 128 3.612645228544287 7.915990864288872
1 129 6.346425027065452 6.1352822033006
1 130 3.0053285680568536 9.639059246928417
1 131 10.456261794169976 10.771340155575423
1 132 6.712531146777346 7.5812898801317905
1 133 5.872274328355142 10.370858785220394
1 134 11.332339921464486 5.337920772981547
1 135 5.38971999399507 7.475409274179992
1 136 5.081690232009801 7.416791139977881
1 137 3.238665034797254 12.218346647529863
1 138 11.020750765235913 13.515514615725785
1 139 6.269928771459158 13.185385494110472
1 140 3.225265887556314 12.361331540710127
1 141 7.982721129229987 5.8142953259306545
1 142 11.228987997383587 13.54016308583698
1 143 9.822161587807399 10.156059940153238
1 144 2.695143289023928 12.706473813910172
1 145 11.324879200130914 4.0479630232884745
1 146 3.321183100484844 4.679782609338908
1 147 10.638611969876246 11.423951734649767
1 148 9.883179972389893 11.061373081891535
1 149 6.480913985097108 7.295847950869076
1 150 10.80885552234765 12.700414049678178
1 151 7.929301863479201 8.519512655478616
1 152 2.480732034382582 9.158480535704587
1 153 9.052900795669178 12.23884053851388
1 154 4.304007822776787 12.372706441671241
1 155 11.629280836463861 5.864205209207002
1 156 5.12689647974649 5.312167071883813
1 157 2.368109452945692 7.269791183332655
1 158 3.7154646975229335 13.59923062381263
1 159 3.560191976101526 4.206716684726982
2 10 10.535216722666346 13.198770462579198
2 11 2.319391673199817 11.52261021612625
2 12 2.413678083358672 11.292612199490907
2 13 2.631749408798669 5.006793995383594
2 14 7.818858599612662 12.393378147628468
2 15 11.714766224843043 11.898991592656035
2 16 3.813001343324686 9.961943363768064
2 17 5.723104801930221 7.978134888069879
2 18 11.9837597660042 8.655762740197408
2 19 3.0708863833302615 9.370062114120389
2 20 10.066728407617205 9.600231230319157
2 21 9.45709811082839 7.2343256036640184
2 22 11.951934413063537 5.131489979722539
2 23 7.366969709735684 6.608909225716679
2 24 6.151473131432146 4.970840399183526
2 25 4.328437724774698 12.825593174869626
2 26 11.50889748391145 9.889894542846932
2 27 9.674142326346304 6.4507138230716095
2 28 6.898762318183648 6.538322132483372
2 29 9.087142932195938 6.348737343883167
2 30 11.715029340225742 12.521059692572662
2 31 8.136544746005562 8.513227724502979
2 32 3.388234808077622 8.610050142684914
2 33 7.598712985424328 11.860183053476065
2 34 11.728274594823601 8.040300623174689
2 35 9.52790936250855 8.859516165180786
2 36 6.096699305240156 5.402321425620066
2 37 6.840513868515001 7.366066032259466
2 38 3.9074541231316644 6.789685032926363
2 39 2.6510549131049737 13.503454862747358
2 40 8.508199468822912 9.603013329231626
2 41 11.866265967001436 12.878861732965076
2 42 2.7652583675255786 8.192190819518679
2 43 9.878482900586222 10.388866174580805
2 44 9.602690646298297 5.021519673969607
2 45 7.005639018132772 6.491201315512438
2 46 5.014578716297688 7.8804563774948715
2 47 8.006367801364036 11.444659417319505
2 48 8.793201099478797 4.788363067139265
2 49 11.45303263424673 8.373560338522616
2 50 8.6060257448288 10.79731886663752
2 51 4.985247064409517 4.878768921158795
2 52 2.310365948855451 4.474480565898903
2 53 8.878745904605374 8.598370755853212
2 54 6.4255283251945 7.7788933604234725
2 55 3.9312631806478042 12.994537738544368
2 56 6.693547028801159 9.656318519116091
2 57 7.029495027201726 9.987052255713529
2 58 3.897990752330183 8.835229762454947
2 59 8.312170880337158 7.3153544961626125
2 60 2.2235861951899745 9.113909580686586
2 61 7.8943210966573965 8.045252070994227
2 62 6.545740045066408 12.059662731296072
2 63 3.3685385865720736 10.17193427763372
2 64 6.2700048028884865 12.748308603535305
2 65 3.4040368904443765 7.798871213780944
2 66 9.438619345853645 11.815711758596807
2 67 4.676503904039569 12.478365019209743
2 68 6.211758063261514 9.310751048711037
2 69 6.138691408104696 10.927594819139065
2 70 11.98055187208982 9.99505162935728
2 71 8.808296766242773 13.449448236593534
2 72 11.015278058629297 9.814524435660633
2 73 6.219936527210026 11.738857197059932
2 74 7.85847937507519 13.200085611675192
2 75 2.2380214940850536 5.800677164921493
2 76 8.287399779254017 5.706060286868928
2 77 3.278478336230454 7.712785708350433
2 78 11.524760756641026 7.973287530441007
2 79 5.014205308063522 8.811811077658753
2 80 8.215925897995698 11.655848675339966
2 81 7.781477794003861 7.583452965152397
2 82 3.9795561450617836 8.781497682856969
2 83 10.885262078776703 6.529915831360526
2 84 7.1979288652123845 8.043934331904545
2 85 2.3871772913567053 5.080109966127019
2 86 9.68156978619285 11.054208154875667
2 87 3.3503143742697876 4.705372804389778
2 88 9.205589298064329 11.370807748138535
2 89 5.744886274373562 12.95827179955753
2 90 4.4911038524596805 12.864115257557858
2 91 10.578010937642858 9.524487005086801
2 92 11.735575334399906 6.309198176766398
2 93 8.50111386066625 12.835279317005277
2 94 8.513732670645187 9.009207743090021
2 95 2.709712733164225 9.741926520556158
2 96 4.455006979908184 7.410837059442164
2 97 3.941415766109359 8.014965105382142
2 98 6.562554493489069 5.422766207352
2 99 8.916818236945216 4.915411588600751
2 100 3.8908129193893974 11.750635071903275
2 101 4.544845947292108 12.48407235266334
2 102 5.470224380197814 7.1607221470836695
2 103 2.9992823355716416 10.327659179863797
2 104 5.919574539328378 4.522962829023364
2 105 4.407382640014216 6.094865114240056
