timeStep pedestrianId velocity-PID6
1 10 0.0
1 11 0.0
1 12 0.0
1 13 0.0
1 14 0.0
1 15 0.0
1 16 0.0
1 17 0.0
1 18 0.0
1 19 0.0
1 20 0.0
1 21 0.0
1 22 0.0
1 23 0.0
1 24 0.0
1 25 0.0
1 26 0.0
1 27 0.0
1 28 0.0
1 29 0.0
1 30 0.0
1 31 0.0
1 32 0.0
1 33 0.0
1 34 0.0
1 35 0.0
1 36 0.0
1 37 0.0
1 38 0.0
1 39 0.0
1 40 0.0
1 41 0.0
1 42 0.0
1 43 0.0
1 44 0.0
1 45 0.0
1 46 0.0
1 47 0.0
1 48 0.0
1 49 0.0
1 50 0.0
1 51 0.0
1 52 0.0
1 53 0.0
1 54 0.0
1 55 0.0
1 56 0.0
1 57 0.0
1 58 0.0
1 59 0.0
1 60 0.0
1 61 0.0
1 62 0.0
1 63 0.0
1 64 0.0
1 65 0.0
1 66 0.0
1 67 0.0
1 68 0.0
1 69 0.0
2 10 0.0
2 11 0.0
2 12 0.0
2 13 0.0
2 14 0.0
2 15 0.0
2 16 0.0
2 17 0.0
2 18 0.0
2 19 0.0
2 20 0.0
2 21 0.0
2 22 0.0
2 23 0.0
2 24 0.0
2 25 0.0
2 26 0.0
2 27 0.0
2 28 0.0
2 29 0.0
2 30 0.0
2 31 0.0
2 32 0.0
2 33 0.0
2 34 0.0
2 35 0.0
2 36 0.0
2 37 0.0
2 38 0.0
2 39 0.0
2 40 0.0
2 41 0.0
2 42 0.0
2 43 0.0
2 44 0.0
2 45 0.0
2 46 0.0
2 47 0.0
2 48 0.0
2 49 0.0
2 50 0.0
2 51 0.0
2 52 0.0
2 53 0.0
2 54 0.0
2 55 0.0
2 56 0.0
2 57 0.0
2 58 0.0
2 59 0.0
2 60 0.0
2 61 0.0
2 62 0.0
2 63 0.0
2 64 0.0
2 65 0.0
2 66 0.0
2 67 0.0
2 68 0.0
2 69 0.0
3 10 0.8148148295437717
3 11 1.060646576704652
3 12 0.6672998026465106
3 13 0.0
3 14 1.3156138093588796
3 15 1.3849458349162462
3 16 1.3821093649887237
3 17 0.5087300905672838
3 18 1.3847851495108947
3 19 0.33438067626243057
3 20 1.3849458349162458
3 21 1.3849458349162447
3 22 1.3299809691384288
3 23 0.6493627195886413
3 24 1.3286894591419087
3 25 0.9412093940682579
3 26 1.3157895109047693
3 27 0.0
3 28 1.3845264734059328
3 29 1.3849458349162487
3 30 1.225462443625594
3 31 0.8619457591530324
3 32 0.6824284677300185
3 33 0.32563681143472906
3 34 1.3325671483019992
3 35 0.0
3 36 1.337325026704584
3 37 0.7975394366871602
3 38 0.0
3 39 0.871113939733573
3 40 0.9955587882669409
3 41 0.26798544654375367
3 42 0.0
3 43 0.0
3 44 0.0
3 45 0.0
3 46 1.3667123587833572
3 47 0.2799414460617933
3 48 0.39822244381927313
3 49 1.2321379094053462
3 50 0.0
3 51 1.1803587204908532
3 52 1.3662189105813694
3 53 0.6943619646120842
3 54 0.2456931148480304
3 55 0.7615542041761659
3 56 0.6847724539321283
3 57 0.0
3 58 0.36783931556955274
3 59 0.7577013301011174
3 60 0.0
3 61 0.5010056272368877
3 62 0.5963369034575742
3 63 1.1614587896280706
3 64 0.32602152820395175
3 65 0.7598973611623854
3 66 1.3328374323824095
3 67 0.2826244523398715
3 68 1.214042296114293
3 69 0.42756784185387053
4 10 0.36383832716992565
4 11 0.3545191919351126
4 12 0.43853396734843086
4 13 0.0
4 14 0.8595111917737108
4 15 0.3922205862762755
4 16 1.3816271747828548
4 17 0.23309073218370657
4 18 0.696979644302152
4 19 0.16771413752760406
4 20 0.8143118563215297
4 21 1.3660570122943134
4 22 1.0118235328724199
4 23 0.2991794437546602
4 24 0.6474282697123104
4 25 0.36561786855582773
4 26 1.297894695450173
4 27 0.0
4 28 0.8169119627514416
4 29 1.275630585563958
4 30 0.6359321398925484
4 31 0.42625051640262224
4 32 0.22549808356147605
4 33 0.15170327717985382
4 34 0.6112536130557068
4 35 0.0
4 36 0.5280852762962337
4 37 0.8892501908646622
4 38 0.0
4 39 0.3411471286919734
4 40 0.31358301077946005
4 41 0.22662116755854847
4 42 0.1744543628074137
4 43 0.0
4 44 0.533069685760224
4 45 0.0
4 46 0.5810704841617882
4 47 0.34022726379886725
4 48 0.25779301507537866
4 49 0.7001227178205147
4 50 0.0
4 51 0.40374888940766596
4 52 1.0201815429247385
4 53 0.33291340758971816
4 54 0.1412690520659892
4 55 0.29949058481697066
4 56 0.736041745759994
4 57 0.0
4 58 0.14133979977658376
4 59 0.3733721493903768
4 60 0.21399565081889801
4 61 0.2108625344828872
4 62 0.38442331177816136
4 63 0.42007909188936976
4 64 0.12077824434839633
4 65 0.5186865449511662
4 66 0.44632468900460376
4 67 0.0941812319952663
4 68 0.5113076774683503
4 69 0.2187835774594256
5 10 0.22050646955030875
5 11 0.20903746115892335
5 12 0.2246679233663503
5 13 0.0
5 14 0.3834578550063671
5 15 0.0
5 16 1.3584159040537431
5 17 0.16717438935295556
5 18 0.0
5 19 0.0
5 20 0.4826663844282822
5 21 1.1771305758732633
5 22 0.7489098339237116
5 23 0.44399313430540716
5 24 0.4384791689754995
5 25 0.0
5 26 1.2731416663562554
5 27 0.0
5 28 0.2578979233801895
5 29 1.3719483497907146
5 30 0.3317501409674406
5 31 0.0
5 32 0.0
5 33 0.0
5 34 0.0
5 35 0.0
5 36 0.1339153122807014
5 37 0.9586425400552685
5 38 0.0
5 39 0.0
5 40 0.22163233043822994
5 41 0.25318737955314186
5 42 0.2987048117116523
5 43 0.0
5 44 1.1375412125381137
5 45 0.0
5 46 0.4336828021803675
5 47 0.4818311093284319
5 48 0.2450367018859628
5 49 0.6755718701893416
5 50 0.0
5 51 0.4374875190160124
5 52 0.6661356883775988
5 53 0.16129759040956865
5 54 0.23796772423159906
5 55 0.04711044173045365
5 56 1.1229577886375015
5 57 0.0
5 58 0.29063507377904857
5 59 0.2541698577156737
5 60 0.41405965983160103
5 61 0.2158449587958793
5 62 0.28860807813716827
5 63 0.0
5 64 0.1833433364194723
5 65 0.2649979128727361
5 66 0.0
5 67 0.0
5 68 0.0
5 69 0.0
6 10 0.0
6 11 0.0
6 12 0.003069067066314388
6 13 0.0
6 14 0.2521408609537739
6 15 0.02936330720624404
6 16 1.2844546245091975
6 17 0.0
6 18 0.0
6 19 0.0
6 20 0.36783931556955374
6 21 0.6924729174581232
6 22 1.0997461873493213
6 23 0.3433963632959948
6 24 1.3849458349162407
6 25 0.0
6 26 0.5474479092873614
6 27 0.0
6 28 0.0
6 29 1.3138928027387893
6 30 0.246363833719238
6 31 0.0
6 32 0.002115382177635702
6 33 0.0
6 34 0.0
6 35 0.0
6 36 0.2089888502731309
6 37 1.3849458349162485
6 38 0.0
6 39 0.0
6 40 0.4896522957226692
6 41 0.6764508587810857
6 42 0.0
6 43 0.0
6 44 1.2618478977727003
6 45 0.0
6 46 0.6924729174581243
6 47 0.0
6 48 0.0
6 49 0.6155530014770632
6 50 0.03228106048266071
6 51 1.384945834916248
6 52 0.0
6 53 0.0
6 54 0.0
6 55 0.2206833074220963
6 56 1.3052201993508372
6 57 0.0
6 58 1.2553706332090684
6 59 1.3772115867893375
6 60 0.6437188022467095
6 61 1.3640108158376179
6 62 1.1827288195149206
6 63 0.0
6 64 0.7076759221834329
6 65 0.3437655310616831
6 66 0.0
6 67 1.4251330904577216E-4
6 68 0.0
6 69 0.18499533799120485
7 10 0.0
7 11 0.0
7 12 0.25273546217828896
7 13 0.0
7 14 0.23976667045840183
7 15 0.19524579496699523
7 16 1.3602230264550328
7 17 0.19793245096613737
7 18 0.0
7 19 0.0
7 20 0.5763298812109169
7 21 0.8534344782070271
7 22 0.7607362070827854
7 23 0.11159456878003868
7 24 0.8181019029524415
7 25 0.0
7 26 0.8666276425251122
7 27 0.0
7 28 0.16322832948169233
7 29 1.322646500578607
7 30 0.6528799726336489
7 31 0.0
7 32 0.2432666360289554
7 33 0.0
7 34 0.0
7 35 0.0
7 36 0.9793045914453447
7 37 1.3274226414371155
7 38 0.27064900680595155
7 39 1.1427671109484185
7 40 0.8554165504641686
7 41 0.9474945891740634
7 42 0.0
7 43 0.44738625268675175
7 44 1.1489345318567774
7 45 0.0
7 46 0.08804181796356982
7 47 0.14441265993044378
7 48 0.14351464177120346
7 49 0.6894579359907848
7 50 1.3500126241830772
7 51 0.03624163893410523
7 52 0.4550166080446916
7 53 0.0
7 54 0.28598424738865086
7 55 0.039675991115363546
7 56 0.9541560169181081
7 57 0.2113397731189033
7 58 0.6515312162578967
7 59 0.8858175596223987
7 60 0.4989531706639147
7 61 0.3582379697249953
7 62 1.215950670023009
7 63 0.0
7 64 0.3534959802255213
7 65 0.2842857448173227
7 66 0.2340459080809689
7 67 0.4987563688445301
7 68 0.14925573850698967
7 69 0.17725442672415656
8 10 0.0
8 11 0.0
8 12 0.08015306463767786
8 13 0.0
8 14 0.23306754906183041
8 15 0.16034987074970788
8 16 1.3336599690859072
8 17 0.0822471485023377
8 18 0.0
8 19 0.0
8 20 0.6952529269006058
8 21 0.3606359301961628
8 22 0.4959349879785947
8 23 0.0
8 24 0.6507326765834951
8 25 0.0
8 26 1.0474865358275756
8 27 0.2683200363916953
8 28 0.31530099460019884
8 29 1.360064832439803
8 30 0.9091280245594994
8 31 0.005942905162146896
8 32 0.0782683691061408
8 33 0.0
8 34 0.0
8 35 0.09976088639473424
8 36 0.6917536205225165
8 37 1.2639268847682885
8 38 0.13826652220867922
8 39 1.2675811278035292
8 40 0.7159478953444197
8 41 1.279523110515877
8 42 0.034215361869746115
8 43 0.9488111350926226
8 44 0.9975127376890681
8 45 0.0
8 46 0.18286951503514265
8 47 0.24911297488063688
8 48 0.2836654121851018
8 49 0.6492170902561357
8 50 0.7697571985584237
8 51 0.0
8 52 0.5474327183706176
8 53 0.0
8 54 0.33256271223903344
8 55 0.0
8 56 1.0502899767622302
8 57 0.0407118065295714
8 58 0.3722995874724363
8 59 0.7413927967078793
8 60 0.5978191841203945
8 61 0.0
8 62 1.277885715685982
8 63 0.14144585159373513
8 64 0.6542262596133119
8 65 0.2649979128727391
8 66 0.26107563037044434
8 67 0.1992161685011923
8 68 0.10146598056929572
8 69 0.17700022030039195
9 10 0.0
9 11 0.0
9 12 0.0
9 13 0.0
9 14 0.014542101922197027
